window_2--GCF_008124915.1_ASM812491v1_genomic	window_6--GCF_008931305.1_ASM893130v1_genomic
window_6--GCF_008931305.1_ASM893130v1_genomic	window_6--GCF_008931305.1_ASM893130v1_genomic
window_4--genomic	window_4--genomic
window_1--GCF_017298755.1_ASM1729875v1_genomic	window_1--GCF_017298755.1_ASM1729875v1_genomic
window_3--genomic3	window_3--genomic3
window_5--genomic2	window_5--genomic2
