Genbank Windows,Gator Focal Window,Gator Focal Sum,Gator Focal Score
window_1--GCF_008931305.1_ASM893130v1_genomic.gbff,window_1--GCF_008931305.1_ASM893130v1_genomic.gbff,17.931193377948752,1.0
window_2--GCF_008124915.1_ASM812491v1_genomic.gbff,window_1--GCF_008931305.1_ASM893130v1_genomic.gbff,17.931193377948752,1.0
window_3--genomic2.gbff,window_1--GCF_008931305.1_ASM893130v1_genomic.gbff,15.020739786559876,0.8376876803432355
window_6--genomic.gbff,window_1--GCF_008931305.1_ASM893130v1_genomic.gbff,6.999918275973383,0.3903765983909177
window_4--GCF_017298755.1_ASM1729875v1_genomic.gbff,window_1--GCF_008931305.1_ASM893130v1_genomic.gbff,5.166207564509325,0.2881128687654762
window_5--genomic3.gbff,window_1--GCF_008931305.1_ASM893130v1_genomic.gbff,5.166207564509325,0.2881128687654762
window_5--genomic3.gbff,window_5--genomic3.gbff,16.100628436287803,1.0
window_4--GCF_017298755.1_ASM1729875v1_genomic.gbff,window_5--genomic3.gbff,11.26071542597385,0.6993960186419994
window_6--genomic.gbff,window_5--genomic3.gbff,8.5071436173159,0.5283733893356852
window_1--GCF_008931305.1_ASM893130v1_genomic.gbff,window_5--genomic3.gbff,4.876785904328974,0.3028941338300567
window_2--GCF_008124915.1_ASM812491v1_genomic.gbff,window_5--genomic3.gbff,4.876785904328974,0.3028941338300567
window_3--genomic2.gbff,window_5--genomic3.gbff,3.876785904328975,0.2407847569223711
window_6--genomic.gbff,window_6--genomic.gbff,15.5039361567571,1.0
window_4--GCF_017298755.1_ASM1729875v1_genomic.gbff,window_6--genomic.gbff,9.325216576905802,0.6014741342211721
window_5--genomic3.gbff,window_6--genomic.gbff,9.254023306544472,0.5968821861093179
window_1--GCF_008931305.1_ASM893130v1_genomic.gbff,window_6--genomic.gbff,7.109848635999612,0.4585834567501697
window_2--GCF_008124915.1_ASM812491v1_genomic.gbff,window_6--genomic.gbff,7.109848635999612,0.4585834567501697
window_3--genomic2.gbff,window_6--genomic.gbff,5.454623980848028,0.3518218809531625
window_3--genomic2.gbff,window_3--genomic2.gbff,15.457366524852713,1.0
window_1--GCF_008931305.1_ASM893130v1_genomic.gbff,window_3--genomic2.gbff,13.2314370210177,0.8559955539479437
window_2--GCF_008124915.1_ASM812491v1_genomic.gbff,window_3--genomic2.gbff,13.2314370210177,0.8559955539479437
window_6--genomic.gbff,window_3--genomic2.gbff,5.699098988544668,0.3686979266087483
window_4--GCF_017298755.1_ASM1729875v1_genomic.gbff,window_3--genomic2.gbff,4.084014766032309,0.2642115498436254
window_5--genomic3.gbff,window_3--genomic2.gbff,2.8996996628482226,0.1875933819765493
window_2--GCF_008124915.1_ASM812491v1_genomic.gbff,window_2--GCF_008124915.1_ASM812491v1_genomic.gbff,17.931193377948752,1.0
window_1--GCF_008931305.1_ASM893130v1_genomic.gbff,window_2--GCF_008124915.1_ASM812491v1_genomic.gbff,17.931193377948752,1.0
window_3--genomic2.gbff,window_2--GCF_008124915.1_ASM812491v1_genomic.gbff,15.020739786559876,0.8376876803432355
window_6--genomic.gbff,window_2--GCF_008124915.1_ASM812491v1_genomic.gbff,6.999918275973383,0.3903765983909177
window_4--GCF_017298755.1_ASM1729875v1_genomic.gbff,window_2--GCF_008124915.1_ASM812491v1_genomic.gbff,5.166207564509325,0.2881128687654762
window_5--genomic3.gbff,window_2--GCF_008124915.1_ASM812491v1_genomic.gbff,5.166207564509325,0.2881128687654762
window_4--GCF_017298755.1_ASM1729875v1_genomic.gbff,window_4--GCF_017298755.1_ASM1729875v1_genomic.gbff,16.540476006961168,1.0
window_5--genomic3.gbff,window_4--GCF_017298755.1_ASM1729875v1_genomic.gbff,11.3568750093734,0.6866111352898057
window_6--genomic.gbff,window_4--GCF_017298755.1_ASM1729875v1_genomic.gbff,9.464062507811166,0.572175946074838
window_3--genomic2.gbff,window_4--GCF_017298755.1_ASM1729875v1_genomic.gbff,4.892812501562233,0.2958084458695784
window_1--GCF_008931305.1_ASM893130v1_genomic.gbff,window_4--GCF_017298755.1_ASM1729875v1_genomic.gbff,4.892812501562233,0.2958084458695784
window_2--GCF_008124915.1_ASM812491v1_genomic.gbff,window_4--GCF_017298755.1_ASM1729875v1_genomic.gbff,4.892812501562233,0.2958084458695784
